accession,cluster_id,split
P22223,2390,train
P29590,2391,train
Q7Z3Z3,2392,train
Q8IUR5,2393,train
Q8TEJ3,2394,val
Q86X52,2395,test
Q70JA7,2395,test
Q99959,2396,train
Q8TDD1,2397,train
Q0VG06,2398,train
Q68EM7,2399,train
Q17R89,2399,train
Q68CR7,2400,train
Q8WYR1,2401,val
Q8NHY3,2402,train
Q8NCN5,2403,train
O00462,2404,train
Q9P2B2,2405,train
Q9H330,2406,train
P26583,2407,val
O15347,2407,val
P09429,2407,val
P23497,2407,val
B2RPK0,2407,val
P23109,2408,train
Q01433,2408,train
Q01432,2408,train
Q96GX5,2409,test
A6NNL0,2410,train
Q5VT03,2410,train
Q9UKW4,2411,train
P52735,2411,train
P15498,2411,train
Q53TQ3,2412,train
Q2VPB7,2413,train
Q9Y2X0,2414,train
Q8IWC1,2415,train
Q8ND30,2416,test
Q9H706,2417,train
Q9BXP5,2418,train
Q14974,2419,train
O76074,2420,train
Q7L590,2421,train
Q13206,2422,train
Q05086,2423,test
Q9NXC5,2424,val
Q96CT2,2425,test
Q8TF61,2426,train
Q8N573,2427,train
O60890,2428,train
A1A4S6,2428,train
Q9UNA1,2428,train
A6NI28,2428,train
Q9H6E5,2429,train
Q6QNK2,2430,train
Q75VX8,2431,train
Q9Y678,2432,train
Q9UBF2,2432,train
Q9UKY1,2433,train
Q6NUP7,2434,train
Q8NEE8,2435,train
A7XYQ1,2436,train
Q5W041,2437,train
Q8NDZ2,2438,train
P56696,2439,train
O43526,2439,train
Q5T655,2440,train
Q96DR7,2441,train
Q5VV41,2441,train
Q8WTR7,2442,train
Q96DT7,2443,test
Q8IWU6,2444,train
Q8IWU5,2444,train
Q14162,2445,train
Q96GP6,2445,train
Q8NET8,2446,train
Q9Y5S1,2446,train
Q9HBA0,2446,train
Q68DC2,2447,test
P0C881,2448,test
Q9UBT6,2449,train
Q99814,2450,train
Q16665,2450,train
P50570,2451,train
Q9UQ16,2451,train
Q05193,2451,train
O00429,2451,train
Q7Z3F1,2452,train
P56945,2453,train
O15146,2454,train
Q7Z3I7,2455,train
A6NM28,2455,train
Q9UEG4,2455,train
Q96CX3,2455,train
Q9NQZ8,2455,train
Q9H5H4,2455,train
Q6ZNH5,2455,train
Q6NX45,2455,train
P10075,2455,train
Q15572,2456,train
P51797,2457,train
Q8WUM4,2458,train
Q2Q1W2,2459,train
P0CG31,2460,train
Q8N184,2460,train
Q96NI8,2460,train
B4DU55,2460,train
Q9Y2G7,2460,train
Q8NB42,2460,train
Q08ER8,2460,train
O60765,2460,train
Q8NHY6,2460,train
Q8TF47,2460,train
Q96ND8,2460,train
Q494X3,2460,train
Q5JNZ3,2460,train
Q8NCK3,2460,train
Q9BRH9,2460,train
Q9Y2P0,2460,train
Q7Z340,2460,train
Q9UJN7,2460,train
P52738,2460,train
Q6NX49,2460,train
Q5CZA5,2460,train
Q8TBZ5,2460,train
Q3KNS6,2460,train
Q9UJL9,2460,train
Q9NQX6,2460,train
Q15937,2460,train
Q49AA0,2460,train
Q6P280,2460,train
Q96NL3,2460,train
Q6ECI4,2460,train
Q86YF9,2461,train
Q8NEN0,2462,test
Q86VR7,2463,train
Q13342,2464,train
Q9H930,2464,train
A0AVK6,2465,train
Q9NXE4,2466,train
Q9UI17,2467,train
Q6N069,2468,train
Q9BXJ9,2468,train
P02671,2469,train
Q9NWF9,2470,train
Q96F46,2471,train
Q5T7N2,2472,val
Q8IW35,2473,train
O43490,2474,train
Q8N608,2475,train
P42658,2475,train
Q86Y91,2476,test
Q9UBC2,2477,train
P33991,2478,train
P45974,2479,train
Q92995,2479,train
Q8N3F8,2480,train
Q13444,2481,train
O60331,2482,train
A2A3N6,2482,train
O14986,2482,train
Q99755,2482,train
P55036,2482,train
O95985,2483,train
Q15276,2484,train
A4D2B8,2485,train
Q68D20,2485,train
P54278,2485,train
Q92854,2486,train
Q92750,2487,train
Q99665,2488,train
Q9Y2T1,2489,train
O15169,2489,train
Q13415,2490,train
Q8N944,2491,train
Q9UKV8,2492,train
Q9UL18,2492,train
Q9HCK5,2492,train
Q9H9G7,2492,train
Q5T447,2493,test
P35913,2494,train
P51160,2494,train
P16499,2494,train
Q99549,2495,train
Q5C9Z4,2496,train
Q58WW2,2497,train
Q8NBP0,2498,train
Q8N5H7,2499,train
Q8WUH2,2500,train
Q9Y561,2501,train
O75074,2501,train
Q8NFW9,2502,train
Q9GZR7,2503,test
Q96JP9,2504,test
Q9Y2D5,2505,train
Q8NB91,2506,train
P13591,2507,train
O15394,2507,train
Q8TDW0,2508,train
Q6P9F7,2508,train
Q6NSJ5,2508,train
Q7L1W4,2508,train
Q8IWT6,2508,train
Q8IXK0,2509,test
Q2QGD7,2510,train
P98168,2510,train
P98169,2510,train
Q9ULT0,2511,train
Q86TV6,2511,train
O60602,2512,train
P13639,2513,train
O95757,2514,train
P34932,2514,train
Q92598,2514,train
P78316,2515,train
P33981,2516,train
O15381,2517,train
Q9ULE6,2518,test
Q9HBG4,2519,train
Q9Y487,2519,train
Q93050,2519,train
Q13488,2519,train
P09327,2520,train
O15195,2520,train
O75366,2520,train
Q6PJF5,2521,train
Q96CC6,2521,train
Q9BUJ2,2522,train
Q00839,2522,train
Q16832,2523,train
Q86Y56,2524,val
Q9HCS7,2525,train
Q6NSI4,2526,train
Q5K4E3,2527,train
P20231,2527,train
Q15661,2527,train
Q9Y5Y6,2528,test
Q8N0Z3,2529,train
Q8IXQ6,2530,train
Q2NL67,2531,train
Q8N3A8,2531,train
Q9BYN7,2532,train
Q96T21,2533,train
P49754,2534,train
Q5JQC9,2535,test
B1AK53,2536,train
Q9NRI5,2537,train
Q9NSG2,2538,train
Q96RS0,2539,train
O75969,2540,val
Q86WA8,2541,val
Q2M3G4,2542,train
Q9NP71,2543,train
Q7RTX0,2544,train
Q9NS62,2545,train
O60341,2546,train
Q9BQK8,2547,train
Q9H8H2,2548,test
Q63ZY3,2549,train
P52630,2550,train
Q03167,2551,train
Q9H501,2552,train
O14511,2553,train
Q15283,2554,train
Q14644,2554,train
Q5MIZ7,2555,train
Q6IN85,2555,train
Q6ZMV5,2555,train
Q86XP0,2556,train
Q68DD2,2556,train
Q8N2Q7,2557,train
Q9NZ94,2557,train
Q8N0W4,2557,train
Q8NFZ4,2557,train
Q5VTH9,2558,val
Q9H2Y9,2559,train
P35869,2560,train
Q9BZJ0,2561,val
P43243,2562,train
P06737,2563,train
P11216,2563,train
P11217,2563,train
P42226,2564,train
Q8IY81,2565,train
Q53R41,2566,train
P20273,2567,train
Q8IWW6,2568,train
Q53QZ3,2568,train
Q5VWQ0,2569,train
Q6PCB5,2569,train
Q9UQ84,2570,train
Q15398,2571,train
Q99743,2572,train
O15516,2572,train
Q9HBB8,2573,train
Q6P2P2,2574,train
Q96PX8,2575,val
Q9H156,2575,val
Q8IW52,2575,val
Q9H5Y7,2575,val
Q8NE71,2576,val
O43900,2577,train
Q7Z3G6,2577,train
Q96MT3,2577,train
A8MVX0,2578,test
Q96N16,2579,train
Q5VZ66,2579,train
Q96AA8,2579,train
P49756,2580,train
Q6P3X3,2581,train
Q8N841,2582,train
Q7RTY8,2583,test
P10643,2584,train
Q6ZN44,2585,train
Q9NP58,2586,test
Q92613,2587,train
Q9NQC1,2587,train
Q6IE81,2587,train
Q6MZW2,2588,train
Q6ZVC0,2589,val
P51957,2590,train
Q3KQU3,2591,train
O94989,2592,train
Q4V328,2593,train
Q9BYV9,2594,train
Q8N653,2595,train
Q4G0U5,2596,train
Q9Y468,2597,train
P80108,2598,train
Q6NY19,2599,train
Q9H3E2,2600,train
Q5FWF5,2601,train
Q9UJA3,2602,train
Q16620,2603,train
Q16288,2603,train
Q9Y2L8,2604,train
Q8TE23,2605,train
O00206,2606,train
Q9H269,2607,test
Q9UP83,2608,val
Q9NV58,2609,val
Q6ZMZ0,2609,val
Q96AC6,2610,train
Q04671,2611,train
Q9C0C4,2612,train
Q9NTN9,2612,train
Q9Y6A5,2613,train
Q658Y4,2614,train
Q9NRZ9,2615,test
Q13724,2616,train
Q02410,2617,train
O96018,2617,train
Q99767,2617,train
Q9Y6X8,2618,test
Q92831,2619,val
Q92830,2619,val
Q5VSL9,2620,train
Q9ULQ0,2620,train
Q9Y4R8,2621,val
Q9UBB9,2622,train
Q9NVR5,2623,train
Q52LR7,2624,train
Q9H2F5,2624,train
Q9NYF0,2625,train
Q8N394,2626,train
Q15582,2627,train
Q15063,2627,train
Q5T1N1,2628,train
Q99062,2629,train
Q9H5V8,2630,train
Q8NEM0,2631,train
Q86V20,2632,train
Q13263,2633,test
Q9UHX3,2634,train
P48960,2634,train
Q8N1G2,2635,train
O43196,2636,train
Q14511,2637,train
Q8N271,2638,train
Q96P50,2639,train
Q15027,2639,train
Q15057,2639,train
Q9H7U1,2640,train
Q92918,2641,train
Q12851,2641,train
Q9BVG8,2642,train
Q8N7U6,2643,test
Q14D04,2644,train
Q13099,2645,train
Q8TBZ0,2646,test
Q5T3F8,2647,train
O94886,2647,train
Q9P1W3,2647,train
Q12864,2648,train
Q8NBJ9,2649,train
Q9NXL6,2649,train
P57078,2650,train
Q9NPR2,2651,train
Q99523,2652,train
Q9ULF5,2653,train
Q8IWA0,2654,test
P14151,2655,train
P16109,2655,train
Q5BJF6,2656,test
O75309,2657,train
P23508,2658,train
Q5VVJ2,2659,train
Q5T5X7,2660,train
Q13634,2661,train
Q9H159,2661,train
P55285,2661,train
P55286,2661,train
Q9Y6N8,2661,train
P55289,2661,train
Q9ULB4,2661,train
Q9UJ99,2661,train
P55287,2661,train
Q9HBT6,2661,train
Q9ULB5,2661,train
Q9BQI5,2662,train
Q14BN4,2663,train
Q7Z4V0,2664,train
P35712,2665,train
Q92738,2666,test
Q5R3F8,2667,train
P0C7U0,2667,train
Q9HCL2,2668,train
Q8WUF5,2669,test
Q96JB2,2670,train
Q8IXR5,2671,train
A5YM72,2672,train
Q6IA86,2673,train
Q9BQ52,2674,train
P46977,2675,train
Q8TCJ2,2675,train
Q6P995,2676,test
A8MVW0,2677,train
Q96M69,2678,test
O75626,2679,train
Q9P2K2,2680,train
P24394,2681,train
O75815,2682,val
Q9UDY8,2683,train
Q9UHI6,2684,train
P30260,2685,train
P78325,2686,test
P78536,2687,train
Q13387,2688,val
O15033,2689,train
Q5CZ79,2690,test
A0PJZ0,2690,test
Q5VUR7,2690,test
Q5SQ80,2690,test
Q4UJ75,2690,test
Q9Y5T5,2691,train
O43313,2692,test
A6ND36,2693,train
P16591,2694,train
P07332,2694,train
P22607,2695,train
P11362,2695,train
P21802,2695,train
P22455,2695,train
Q8NB78,2696,val
Q9UGT4,2697,train
Q9UKN8,2698,val
O75843,2699,test
O43747,2699,test
Q9UJX6,2700,train
Q12929,2701,train
Q86XH1,2702,test
A6NCM1,2702,test
Q6PJG6,2703,train
Q96L46,2704,train
P20807,2704,train
P04632,2704,train
Q9Y2G0,2705,test
Q14156,2705,test
Q14566,2706,test
Q96GE4,2707,train
Q9BUQ8,2708,test
Q8N1F7,2709,train
Q9H1R3,2710,train
Q32MK0,2710,train
Q8N6M6,2711,train
Q13443,2712,train
Q96ST2,2713,train
Q7Z3E5,2714,train
Q8N4X5,2715,val
P51793,2716,train
P51790,2716,train
P51795,2716,train
P0C7V6,2717,train
Q8NEM7,2717,train
P22735,2718,train
P00488,2718,train
Q13164,2719,train
P28482,2719,train
P27361,2719,train
Q9UBF8,2720,train
Q92832,2721,train
Q99435,2721,train
Q9ULQ1,2722,val
P19634,2723,train
Q6AI14,2723,train
Q9UBY0,2723,train
Q9Y597,2724,val
Q8TBC3,2724,val
P54253,2725,train
P55884,2726,train
Q70EL2,2727,train
Q6ZMV9,2728,val
Q8IVU1,2729,train
Q9Y6W3,2730,test
Q8TEQ0,2731,test
Q8IUI4,2731,test
Q96JE9,2732,val
Q15345,2733,train
P46087,2734,train
Q96JM3,2735,train
O94901,2736,train
Q5T4T6,2737,train
Q5TB30,2738,test
Q8N5U6,2739,train
Q9BXR5,2740,val
Q15399,2740,val
Q9Y2C9,2740,val
A8K0R7,2741,train
Q7L0X0,2742,train
Q8TAG9,2743,train
Q9Y2D4,2743,train
Q9H9P5,2744,train
Q9C0B0,2744,train
Q0JRZ9,2745,train
O75152,2746,train
A0A1B0GTU1,2746,train
O60447,2747,train
Q96CN4,2747,train
Q96JS3,2748,train
Q6P3X8,2748,train
Q8TF30,2749,train
Q1A5X7,2749,train
P25205,2750,train
Q32MZ4,2751,train
Q96KG9,2752,train
Q03518,2753,train
Q4KMP7,2754,train
Q9BXI6,2754,train
Q8IV04,2754,train
Q12788,2755,train
Q9UJX5,2756,train
Q8NA82,2757,train
Q9Y2R2,2758,test
O43299,2759,train
Q9HCB6,2760,val
O60733,2761,test
P55072,2762,train
Q6ZUJ8,2763,train
Q5SZL2,2764,val
Q96ME1,2765,train
Q7Z403,2766,val
P17010,2767,train
P08048,2767,train
Q9Y462,2767,train
Q8TF01,2768,train
O75410,2769,train
Q9BYF1,2770,train
P51798,2771,val
P23743,2772,test
Q9Y6T7,2772,test
P49619,2772,test
O43374,2773,train
C9J798,2773,train
O95294,2773,train
Q2NL82,2774,val
Q8IYR2,2775,train
Q8TCG5,2776,val
P50416,2776,val
Q92523,2776,val
Q14155,2777,train
Q15052,2777,train
Q13105,2778,train
Q58FF3,2779,train
P14625,2779,train
P08238,2779,train
P07900,2779,train
Q96PU4,2780,train
Q96T88,2780,train
O75582,2781,train
O75676,2781,train
Q9UBS0,2781,train
P26639,2782,train
Q9BW92,2782,train
A2RTX5,2782,train
Q8IZ83,2783,train
Q99459,2784,train
Q8IV53,2785,train
Q6P3S1,2785,train
P25440,2786,train
Q9UKN5,2787,val
Q9UP52,2788,train
Q8WTT2,2789,test
Q96PV6,2790,train
Q9NYL2,2791,test
A8MT70,2792,train
Q8NHH1,2793,test
O43290,2794,train
Q15542,2795,train
Q6ZSY5,2796,train
P05106,2797,test
P05556,2797,test
P18564,2797,test
P18084,2797,test
Q8IYF1,2798,train
Q14241,2798,train
Q14694,2799,train
Q8TF76,2800,val
Q9UBK2,2801,train
O75534,2802,test
P05107,2803,train
P26010,2803,train
Q9Y446,2804,train
Q9Y5E4,2805,train
Q96TA0,2805,train
Q9Y5E1,2805,train
Q9Y5E5,2805,train
Q9Y5F2,2805,train
Q9NRJ7,2805,train
Q9Y5E6,2805,train
Q96PB1,2806,test
O43815,2807,train
Q13033,2807,train
Q9Y345,2808,train
P48067,2808,train
Q9UN76,2808,train
Q8TEL6,2809,train
Q9UQ90,2810,train
Q9Y4W6,2810,train
Q96K78,2811,test
Q8IV61,2812,train
Q8TDF6,2812,train
Q7LDG7,2812,train
O95267,2812,train
Q17R60,2813,val
P04629,2814,train
Q9BWU0,2815,val
Q96GQ7,2816,train
Q96D71,2817,val
Q68CJ6,2818,test
Q96QK1,2819,train
Q9H1B7,2820,val
Q9Y263,2821,val
Q58DX5,2822,train
P21127,2823,test
Q9UQ88,2823,test
Q15131,2823,test
P54886,2824,test
Q92609,2825,train
Q6NUI2,2826,train
Q9P0L2,2827,train
Q7KZI7,2827,train
P27448,2827,train
Q96L34,2827,train
O94874,2828,train
Q9UQR1,2829,train
P42229,2830,train
P51692,2830,train
Q9UBV2,2831,train
Q5TEA6,2831,train
Q8IXB1,2832,train
Q05682,2833,train
P0C221,2834,train
Q7Z736,2835,train
O14782,2836,train
A6NEL2,2837,train
Q15459,2838,test
Q7Z5L2,2839,val
Q6NUQ1,2840,train
P23921,2841,train
Q6P2D8,2842,train
Q92845,2843,train
Q6ZSS7,2844,train
Q7LBE3,2845,train
O95479,2846,train
Q8NA54,2847,train
Q8NAC3,2848,train
Q8WXE1,2849,train
Q09161,2850,train
Q3KR16,2851,train
Q5SV97,2852,train
P21580,2853,train
Q147U1,2854,train
Q14584,2854,train
Q96MR9,2854,train
Q9BUY5,2854,train
Q9HAQ2,2855,train
Q5HYK7,2856,train
Q9BTN0,2857,train
Q6PJG9,2857,train
Q9ULH4,2857,train
Q9P244,2857,train
Q9HBZ2,2858,train
P27540,2858,train
P51178,2859,train
Q8N3E9,2859,train
Q9BRC7,2859,train
Q86VP1,2860,train
Q6P996,2861,train
Q6P474,2861,train
Q96RN5,2862,train
P49321,2863,train
A6H8M9,2864,train
Q8IV36,2865,train
Q99835,2866,val
Q9HCI6,2867,train
P15502,2868,train
P41002,2869,train
O00534,2870,val
Q8TB22,2871,test
Q8IYB8,2872,train
Q9NQ75,2873,train
Q16549,2874,val
Q8N3S3,2875,train
Q9UMS5,2875,train
O94782,2876,val
Q02447,2877,val
P08047,2877,val
Q99985,2878,train
Q13275,2878,train
P41218,2879,train
Q16666,2879,train
Q6K0P9,2879,train
Q8NDB2,2880,train
Q9H9E3,2881,train
P33151,2882,train
P08237,2883,train
P17858,2883,train
Q01813,2883,train
Q6XPR3,2884,train
O60603,2885,train
Q9H1K0,2886,train
Q02446,2887,train
Q66K89,2888,train
Q9NR30,2889,train
Q9BQ39,2889,train
Q5VVM6,2890,train
Q96ST8,2891,val
Q13671,2892,train
Q68DV7,2893,test
Q8TCS8,2894,train
Q9C026,2895,train
Q6ZTA4,2895,train
O15117,2896,train
Q9NP80,2897,train
Q9Y2G8,2898,val
Q9H8E8,2899,val
Q9Y2W3,2900,val
Q8N393,2901,val
Q9BZL4,2902,train
Q86WC6,2902,train
Q08AM6,2903,train
Q9UID3,2904,train
A1A5B4,2905,val
P19447,2906,train
Q8TD31,2907,train
Q9P2I0,2908,train
P40121,2909,train
Q9Y6U3,2909,train
P06396,2909,train
Q96JK4,2910,train
O15553,2911,test
Q9UIU6,2912,val
Q15475,2912,val
Q9NPC8,2912,val
P0C869,2913,val
P14923,2914,train
P35222,2914,train
Q6ZMT9,2915,test
P16383,2916,train
Q8NA19,2917,train
Q96JM7,2917,train
Q05209,2918,train
Q6ZMI0,2919,train
O75157,2920,train
Q709F0,2921,test
Q99798,2922,train
Q9NR71,2923,val
Q8NEC5,2924,train
Q93034,2925,train
Q8TBE0,2926,train
Q9Y233,2927,test
Q8IX18,2928,train
Q9H4M7,2929,train
Q969S9,2930,train
Q9HBM0,2931,train
O43264,2932,test
Q9Y2J4,2933,train
Q9Y5V3,2934,train
Q8IWQ3,2935,test
Q8TDC3,2935,test
Q6P9A3,2936,train
Q9BWM5,2936,train
Q8IVP9,2936,train
Q3SY52,2936,train
Q6P9A1,2936,train
E7ETH6,2936,train
Q9H707,2936,train
P17021,2936,train
O43361,2936,train
Q8NEK5,2936,train
P52740,2936,train
Q9HCX3,2936,train
Q8IZU9,2937,train
Q96J84,2937,train
Q12815,2938,train
Q08495,2939,val
O94929,2939,val
O14639,2939,val
Q6H8Q1,2939,val
Q6NUN7,2940,train
Q9NXD2,2941,train
Q96II8,2942,test
Q9NXL2,2943,train
O15211,2944,train
Q9HBF4,2945,train
Q5VTJ3,2946,train
P04150,2947,train
O14964,2948,train
Q9P2H3,2949,train
Q99728,2950,train
Q9NU02,2951,train
Q6ZVF9,2952,test
Q2TAL8,2953,train
Q16799,2954,test
Q13616,2955,train
Q5U5R9,2956,train
O95672,2957,val
Q96PD2,2958,test
Q674X7,2959,train
P47897,2960,train
O15041,2961,train
Q13214,2961,train
Q14563,2961,train
O60347,2962,test
Q9P2M4,2962,test
Q9UKQ2,2963,train
O15204,2963,train
Q8IZ52,2964,train
Q9P2E5,2964,train
Q86YV9,2965,train
Q96CN9,2966,train
Q8NBF1,2967,train
Q8NEA6,2967,train
Q13495,2968,train
Q96JB6,2969,train
P58215,2969,train
Q9Y4K0,2969,train
Q5SW24,2970,train
Q6PCD5,2971,test
Q96IC2,2972,train
Q86TY3,2973,test
Q8IV76,2974,train
Q9NVE7,2975,train
Q17RB8,2976,train
Q8WYQ5,2977,train
Q96TA2,2978,train
Q04725,2979,train
Q04726,2979,train
Q04724,2979,train
Q04727,2979,train
Q08117,2979,train
A5PLN7,2980,train
Q8IY22,2981,train
Q5XG87,2982,train
Q8NDF8,2982,train
Q14494,2983,train
Q9UKI8,2984,train
Q86UE8,2984,train
Q8TBB6,2985,train
Q5TAP6,2986,train
Q9BVJ6,2986,train
A6NDV4,2987,train
Q9HCN3,2987,train
Q86TB9,2988,train
P98082,2989,train
P40763,2990,train
Q14765,2990,train
P42224,2990,train
Q96N46,2991,train
O95754,2992,train
Q06481,2993,train
P05067,2993,train
P42892,2994,train
Q8IYT2,2995,train
P83436,2996,val
Q5T3J3,2997,train
P26012,2998,train
Q5BKX6,2999,train
Q8TED9,3000,test
Q8N556,3000,test
Q13618,3001,train
Q08J23,3002,test
P0DP72,3003,train
Q15436,3004,train
Q15437,3004,train
Q8TBP0,3005,train
Q92805,3006,val
Q8IYY4,3007,val
Q7Z4T9,3008,train
Q9NT22,3009,train
Q8N568,3010,train
O43602,3010,train
O15075,3010,train
P15056,3011,train
P10398,3011,train
P04049,3011,train
Q76B58,3012,train
P81133,3013,train
Q14190,3013,train
Q7Z7L7,3014,train
Q03519,3015,train
Q9NP78,3015,train
Q12884,3016,train
P27487,3016,train
Q96PH1,3017,val
Q5VUJ6,3018,train
P11387,3019,train
Q969P6,3019,train
Q6ZSB9,3020,train
Q8TAD4,3021,train
Q9C0B5,3022,train
Q9ULC8,3022,train
Q9H1D0,3023,train
Q9NRH2,3024,val
Q5W0V3,3025,train
Q86V87,3025,train
P01833,3026,train
P17480,3027,train
Q9BXB4,3028,train
Q9BXB5,3028,train
P16473,3029,train
P40879,3030,test
Q7L8L6,3031,train
P00751,3032,train
P06681,3032,train
Q6T4P5,3033,train
Q7Z2D5,3033,train
Q08050,3034,train
P35711,3035,train
Q01826,3036,train
Q9UPW6,3036,train
Q16853,3037,train
Q8N957,3038,val
Q9Y463,3039,train
Q13627,3039,train
P40939,3040,train
Q6P2H3,3041,train
O43930,3042,test
P17612,3042,test
P22612,3042,test
Q13237,3042,test
O43422,3043,train
Q6ZWE6,3044,train
Q9H3S1,3045,train
Q93075,3046,train
Q9Y2X7,3047,train
Q14161,3047,train
Q9BRB3,3048,train
Q9ULD5,3049,train
Q6ZMS7,3049,train
Q9UGP8,3050,train
P02786,3051,train
P18074,3052,train
Q9Y222,3053,train
Q9BT23,3054,train
Q9UHB6,3054,train
Q496Y0,3055,train
Q5HY92,3056,train
Q9NW13,3057,train
Q6WRX3,3058,train
Q9C0D3,3058,train
Q9NQ86,3059,train
Q7Z4K8,3059,train
Q9BXS9,3060,train
Q96NX9,3061,train
Q9UI36,3061,train
Q2PZI1,3062,val
Q6NUT2,3062,val
Q6NXN4,3062,val
Q8WUQ7,3063,train
Q92870,3064,train
O00213,3064,train
P56182,3065,val
Q14684,3065,val
Q16891,3066,train
P10636,3067,test
P38435,3068,train
Q12797,3069,train
Q8NG48,3070,train
Q8WXW3,3071,train
Q76N32,3072,train
Q9ULG6,3073,train
O95140,3074,val
Q8IWA4,3074,val
P48547,3075,val
Q96PR1,3075,val
Q14003,3075,val
Q03721,3075,val
Q4G0A6,3076,val
Q8IYL2,3077,test
Q9HBX9,3078,train
Q9HCE7,3079,train
Q9HAU4,3079,train
Q9H1I8,3080,train
Q9HCU0,3081,train
Q68CQ4,3082,train
O75154,3083,train
P40692,3084,test
Q8N3Y3,3085,val
O95461,3085,val
Q08AE8,3086,val
Q8WWL2,3086,val
Q9NRF2,3087,train
Q5QJE6,3088,train
O60645,3089,val
Q92674,3090,test
O15111,3091,test
O14920,3091,test
Q765P7,3092,test
O43312,3092,test
Q9UJX4,3093,test
Q8WY54,3094,train
P49593,3094,train
Q5GFL6,3095,val
Q9C0H6,3096,train
Q96PQ7,3096,train
Q9NR64,3096,train
Q96N64,3097,train
Q9BRZ2,3098,train
Q13433,3099,train
Q96HI0,3100,train
O43719,3101,train
A2A3K4,3102,train
Q1X8D7,3103,train
Q1L5Z9,3104,train
O60934,3105,train
Q5UE93,3106,train
Q13427,3107,train
Q9H2U9,3108,train
Q14872,3109,train
O94993,3110,train
O14830,3111,train
Q9NRL3,3112,val
Q9BVQ7,3113,train
O75175,3114,train
P10243,3115,train
Q569K6,3116,train
Q6IV72,3117,train
Q8NHX9,3118,train
O75027,3119,train
Q9NVP4,3120,train
Q96RP9,3121,train
P19801,3122,train
P52736,3123,train
Q9Y3M9,3123,train
Q14929,3123,train
Q68BL8,3124,test
P22033,3125,train
P08473,3126,train
Q17RM4,3127,train
Q9Y3Q0,3128,train
Q9HBA9,3128,train
Q04609,3128,train
Q9UKY4,3129,train
Q9BRR9,3130,train
P47712,3131,train
Q9Y3T9,3132,train
Q6MZP7,3133,train
Q5JST6,3134,train
A1L4K1,3135,train
P78562,3136,train
Q96HU1,3137,train
Q14244,3138,train
Q8N264,3139,train
Q7Z5H3,3139,train
P49589,3140,train
O14672,3141,val
P43155,3142,train
P28329,3142,train
Q9HDC5,3143,val
Q9BR39,3143,val
Q8WXH2,3143,val
Q96JJ6,3143,val
Q8NCD3,3144,train
Q71SY5,3145,train
Q86YD1,3145,train
Q9C0I1,3146,train
Q13835,3147,train
Q9ULW0,3148,train
Q9UFB7,3149,train
Q9Y2D9,3149,train
A4D1P6,3150,val
Q96EB6,3151,train
O15066,3152,test
Q9Y496,3152,test
O00391,3153,train
Q9Y6A1,3154,test
Q6UWL2,3155,train
Q92800,3156,test
Q15910,3156,test
Q9BQN1,3157,train
Q1KMD3,3158,train
Q96TA1,3159,train
Q14137,3160,train
O95876,3161,train
Q13586,3162,train
Q9P246,3162,train
Q86VI1,3163,test
Q16394,3164,train
Q16819,3165,train
Q16820,3165,train
P51003,3166,train
Q9BWT3,3166,train
Q8TB52,3167,test
Q15418,3168,val
P51812,3168,val
Q9UK32,3168,val
P23443,3168,val
Q15349,3168,val
Q9UBJ2,3169,val
P33897,3169,val
Q8IYA6,3170,test
Q13617,3171,train
Q6UXK2,3172,val
O14498,3172,val
P46459,3173,train
Q8N1W2,3174,val
Q8N895,3174,val
Q8TF39,3175,train
Q9C040,3176,train
O75382,3176,train
P27658,3177,train
Q03692,3177,train
Q9H9A5,3178,train
Q8NFI3,3179,train
Q7L7V1,3180,val
Q9UKI9,3181,train
P14859,3181,train
P09086,3181,train
Q13207,3182,train
O15119,3182,train
Q8IYQ7,3183,train
P54802,3184,train
Q9Y4J8,3185,train
O60941,3185,train
Q8IZE3,3186,train
P16070,3187,train
Q7L1I2,3188,train
Q496J9,3188,train
Q7L0J3,3188,train
Q5KU26,3189,val
Q99567,3190,train
Q96JG8,3191,train
P78563,3192,val
Q05823,3193,train
Q5T4D3,3194,train
Q9HC78,3195,train
Q96EE4,3196,train
Q09328,3196,train
Q15003,3197,train
Q8WUT4,3198,train
Q9UQQ1,3199,train
Q92499,3200,train
Q9UER7,3201,train
O94868,3202,train
Q9UNA4,3203,train
Q8IZ41,3204,train
Q96MC2,3205,train
Q8TDB6,3206,val
Q2VYF4,3207,train
O95202,3207,train
Q9NS39,3208,train
O95475,3209,train
O95343,3209,train
Q8N196,3209,train
P19320,3210,val
Q15022,3211,train
P50443,3212,train
Q9H2B4,3212,train
Q9Y6B7,3213,train
Q8NFM7,3214,train
P41250,3215,train
P16284,3216,train
Q02809,3217,train
O00469,3217,train
O60568,3217,train
Q92615,3218,train
P08582,3219,train
Q9NRK6,3220,train
Q96CP6,3221,train
Q3KR37,3221,train
Q14746,3222,train
Q32M88,3223,train
Q92786,3224,train
Q9UEY8,3225,train
P35611,3225,train
P35612,3225,train
Q9NY33,3226,train
Q8NFT8,3227,train
P54840,3228,train
P13807,3228,train
P24723,3229,val
Q04759,3229,val
Q02156,3229,val
Q96SU4,3230,train
Q32P28,3231,train
Q8IVL5,3231,train
Q8IVL6,3231,train
O14640,3232,test
O14641,3232,test
Q92997,3232,test
P54792,3232,test
P51659,3233,train
Q9NQX3,3234,test
Q6PJT7,3235,train
O00522,3236,train
