accession,cluster_id,split
Q03721,3075,train
Q4G0A6,3076,train
Q8IYL2,3077,train
Q9HBX9,3078,train
Q9HCE7,3079,train
Q9HAU4,3079,train
Q9H1I8,3080,train
Q9HCU0,3081,train
Q68CQ4,3082,test
O75154,3083,val
P40692,3084,train
Q8N3Y3,3085,train
O95461,3085,train
Q08AE8,3086,train
Q8WWL2,3086,train
Q9NRF2,3087,train
Q5QJE6,3088,train
O60645,3089,test
Q92674,3090,val
O15111,3091,train
O14920,3091,train
Q765P7,3092,train
O43312,3092,train
Q9UJX4,3093,train
Q8WY54,3094,train
P49593,3094,train
Q5GFL6,3095,train
Q9C0H6,3096,train
Q96PQ7,3096,train
Q9NR64,3096,train
Q96N64,3097,train
Q9BRZ2,3098,train
Q13433,3099,test
Q96HI0,3100,train
O43719,3101,train
A2A3K4,3102,train
Q1X8D7,3103,train
Q1L5Z9,3104,train
O60934,3105,train
Q5UE93,3106,train
Q13427,3107,test
Q9H2U9,3108,train
Q14872,3109,val
O94993,3110,test
O14830,3111,train
Q9NRL3,3112,train
Q9BVQ7,3113,train
O75175,3114,test
P10243,3115,train
Q569K6,3116,train
Q6IV72,3117,train
Q8NHX9,3118,val
O75027,3119,train
Q9NVP4,3120,train
Q96RP9,3121,train
P19801,3122,val
P52736,3123,train
Q9Y3M9,3123,train
Q14929,3123,train
Q68BL8,3124,val
P22033,3125,train
P08473,3126,val
Q17RM4,3127,test
Q9Y3Q0,3128,train
Q9HBA9,3128,train
Q04609,3128,train
Q9UKY4,3129,train
Q9BRR9,3130,train
P47712,3131,train
Q9Y3T9,3132,train
Q6MZP7,3133,val
Q5JST6,3134,train
A1L4K1,3135,val
P78562,3136,train
Q96HU1,3137,test
Q14244,3138,test
Q8N264,3139,train
Q7Z5H3,3139,train
P49589,3140,train
O14672,3141,train
P43155,3142,train
P28329,3142,train
Q9HDC5,3143,train
Q9BR39,3143,train
Q8WXH2,3143,train
Q96JJ6,3143,train
Q8NCD3,3144,train
Q71SY5,3145,train
Q86YD1,3145,train
Q9C0I1,3146,train
Q13835,3147,train
Q9ULW0,3148,train
Q9UFB7,3149,train
Q9Y2D9,3149,train
A4D1P6,3150,train
Q96EB6,3151,train
O15066,3152,test
Q9Y496,3152,test
O00391,3153,train
Q9Y6A1,3154,train
Q6UWL2,3155,test
Q92800,3156,val
Q15910,3156,val
Q9BQN1,3157,train
Q1KMD3,3158,val
Q96TA1,3159,train
Q14137,3160,train
O95876,3161,test
Q13586,3162,train
Q9P246,3162,train
Q86VI1,3163,test
Q16394,3164,train
Q16819,3165,train
Q16820,3165,train
P51003,3166,val
Q9BWT3,3166,val
Q8TB52,3167,train
Q15418,3168,test
P51812,3168,test
Q9UK32,3168,test
P23443,3168,test
Q15349,3168,test
Q9UBJ2,3169,train
P33897,3169,train
Q8IYA6,3170,test
Q13617,3171,train
Q6UXK2,3172,train
O14498,3172,train
P46459,3173,train
Q8N1W2,3174,val
Q8N895,3174,val
Q8TF39,3175,val
Q9C040,3176,train
O75382,3176,train
P27658,3177,train
Q03692,3177,train
Q9H9A5,3178,val
Q8NFI3,3179,val
Q7L7V1,3180,train
Q9UKI9,3181,train
P14859,3181,train
P09086,3181,train
Q13207,3182,train
O15119,3182,train
Q8IYQ7,3183,train
P54802,3184,test
Q9Y4J8,3185,val
O60941,3185,val
Q8IZE3,3186,train
P16070,3187,train
Q7L1I2,3188,train
Q496J9,3188,train
Q7L0J3,3188,train
Q5KU26,3189,train
Q99567,3190,train
Q96JG8,3191,train
P78563,3192,train
Q05823,3193,val
Q5T4D3,3194,train
Q9HC78,3195,train
Q96EE4,3196,train
Q09328,3196,train
Q15003,3197,train
Q8WUT4,3198,train
Q9UQQ1,3199,train
Q92499,3200,train
Q9UER7,3201,val
O94868,3202,train
Q9UNA4,3203,train
Q8IZ41,3204,val
Q96MC2,3205,train
Q8TDB6,3206,train
Q2VYF4,3207,train
O95202,3207,train
Q9NS39,3208,train
O95475,3209,train
O95343,3209,train
Q8N196,3209,train
P19320,3210,test
Q15022,3211,train
P50443,3212,train
Q9H2B4,3212,train
Q9Y6B7,3213,train
Q8NFM7,3214,train
P41250,3215,train
P16284,3216,train
Q02809,3217,train
O00469,3217,train
O60568,3217,train
Q92615,3218,train
P08582,3219,train
Q9NRK6,3220,val
Q96CP6,3221,val
Q3KR37,3221,val
Q14746,3222,train
Q32M88,3223,train
Q92786,3224,train
Q9UEY8,3225,train
P35611,3225,train
P35612,3225,train
Q9NY33,3226,train
Q8NFT8,3227,train
P54840,3228,test
P13807,3228,test
P24723,3229,val
Q04759,3229,val
Q02156,3229,val
Q96SU4,3230,test
Q32P28,3231,train
Q8IVL5,3231,train
Q8IVL6,3231,train
O14640,3232,train
O14641,3232,train
Q92997,3232,train
P54792,3232,train
P51659,3233,train
Q9NQX3,3234,train
Q6PJT7,3235,train
O00522,3236,train
Q9GZN6,3237,train
O14867,3238,train
Q9UL63,3239,train
Q33E94,3240,train
Q8WVT3,3241,train
Q9Y6Q2,3242,train
O15344,3243,train
Q9UJV3,3243,train
Q6ZW31,3244,train
Q9NUT2,3245,train
Q9UPT5,3246,train
Q8NEE6,3247,train
P33992,3248,test
P28698,3249,train
Q9H7X3,3249,train
Q96LA5,3250,train
Q96P31,3250,train
Q96LA6,3250,train
Q6SJ93,3251,train
Q9UBT7,3252,train
Q9Y4W2,3253,train
P85037,3254,train
Q01167,3254,train
Q7Z2T5,3255,train
Q14526,3256,train
Q96JB3,3256,train
Q96T17,3257,test
O15259,3258,train
P13010,3259,train
P23276,3260,test
Q9NV66,3261,val
Q6NUM6,3261,val
P13798,3262,train
P48449,3263,test
Q02108,3264,train
P33402,3264,train
Q8NI17,3265,train
Q96AQ6,3266,train
Q13823,3267,test
Q8TBA6,3268,train
Q92952,3269,train
Q9UGI6,3269,train
Q9H2S1,3269,train
O15554,3269,train
Q8N103,3270,train
Q86SP6,3271,val
Q8NHY2,3272,train
O60583,3273,train
O60563,3273,train
P47736,3274,val
Q684P5,3274,val
Q695T7,3275,train
Q9H2J7,3275,train
Q9H1V8,3275,train
Q8TDW5,3276,test
Q9NZJ0,3277,train
Q9P2K5,3278,train
P52272,3278,train
Q9UBB6,3279,test
P17844,3280,train
Q92841,3280,train
Q3YEC7,3281,train
Q16348,3282,val
P46059,3282,val
Q13061,3283,train
Q6VN20,3284,train
Q96S59,3284,train
Q9P2N2,3285,train
Q8TEC5,3286,val
Q9UHD2,3287,train
Q14164,3287,train
Q7Z5Q1,3288,train
Q8NE35,3288,train
Q17RY0,3288,train
Q92560,3289,train
P05165,3290,test
Q8N448,3291,train
Q8TBB1,3291,train
Q9Y2L9,3292,train
O75427,3292,train
P27986,3293,train
O00459,3293,train
Q92569,3293,train
Q5VWT5,3294,test
P12755,3295,test
P14210,3296,train
Q96ED9,3297,train
Q86VS8,3297,train
Q9UJC3,3297,train
P28331,3298,test
O75112,3299,train
Q9H6T0,3300,val
Q6NXG1,3300,val
Q9Y2G4,3301,train
Q96MU7,3302,train
Q4J6C6,3303,train
O94844,3304,train
Q9BYZ6,3304,train
Q8NA31,3305,train
P43304,3306,train
Q96JJ3,3307,train
Q96BJ8,3307,train
Q92556,3307,train
Q8NI51,3308,test
P49711,3308,test
P46199,3309,train
Q8NBF2,3310,train
P50747,3311,train
Q5W0B1,3312,train
Q8IU68,3313,train
Q9H8Y5,3314,train
Q5VZE5,3315,test
Q96RQ3,3316,train
Q8NEP3,3317,train
Q8N187,3318,train
Q9HAU8,3319,val
Q9H4A4,3319,val
Q96T83,3320,train
Q92581,3320,train
Q8IVB4,3320,train
Q96SZ4,3321,train
O00139,3322,train
Q8N4N8,3322,train
Q99661,3322,train
Q8IYI6,3323,train
O00418,3324,train
Q6PJW8,3325,val
Q71RC2,3326,test
Q96BD0,3327,val
Q6ZQN7,3327,val
Q86UG4,3327,val
Q6SZW1,3328,train
Q5FVE4,3329,train
Q96GR2,3329,train
A8MZA4,3330,train
A0A1B0GV03,3330,train
O75330,3331,train
Q6UWE0,3332,train
Q7Z388,3333,train
Q6ZPD9,3333,train
Q8TAM1,3334,train
Q08426,3335,val
Q7Z402,3336,train
Q8N1B4,3337,train
Q32MQ0,3338,val
Q8TE68,3339,test
Q9NR61,3340,test
O00548,3340,test
Q96M32,3341,train
Q9UJY5,3342,train
Q9NZ52,3342,train
Q9P2Y4,3343,train
Q9NZQ3,3344,train
Q9UKJ8,3345,train
Q5T6C5,3346,train
Q17RC7,3347,train
Q9Y223,3348,val
P31152,3349,train
Q16659,3349,train
Q9Y608,3350,train
Q9H6R7,3351,train
Q13144,3352,train
Q9BXC9,3353,val
P56975,3354,train
Q6UXH9,3355,train
O43548,3356,train
P21980,3356,train
O95932,3356,train
Q9H9D4,3357,train
O95573,3358,train
O60488,3358,train
Q9NYZ3,3359,train
Q969H4,3360,train
Q9H8H0,3361,train
A6NGR9,3362,val
Q96RL1,3363,train
O96013,3364,train
Q9P286,3364,train
Q9NQU5,3364,train
Q96T68,3365,test
Q53GD3,3366,train
Q8IWA5,3366,train
Q8NCS7,3366,train
P33993,3367,test
Q8NE18,3368,train
P53794,3369,train
Q2M3M2,3369,train
P13866,3369,train
Q9NY91,3369,train
Q8WWX8,3369,train
A0PJK1,3369,train
Q9UPU9,3370,train
Q5PRF9,3370,train
Q93063,3371,train
Q6NSI8,3372,train
Q9Y6D9,3373,train
Q9BYH8,3374,train
Q9Y2Z2,3375,train
Q12996,3376,train
Q6P3S6,3377,test
Q9H307,3378,train
Q9UH99,3379,train
Q2M385,3380,train
Q9H3W5,3381,train
O75325,3381,train
Q6UXK5,3381,train
Q96CP2,3382,val
Q4VC44,3382,val
Q5TD94,3383,train
Q8N8K9,3384,test
P20592,3385,train
P20591,3385,train
Q2TV78,3386,train
P26927,3386,train
O94776,3387,train
Q13330,3387,train
Q9BTC8,3387,train
Q8IWZ6,3388,train
Q8IYE1,3389,train
Q8N8Z6,3390,test
B3KS81,3391,train
O43304,3392,train
Q92503,3392,train
Q8IZW8,3393,train
Q9H6S3,3394,train
Q8IVH2,3395,train
Q9H334,3395,train
O15409,3395,train
Q8IYT3,3396,train
Q6NSJ0,3397,train
P07384,3398,train
P17655,3398,train
A6NHC0,3398,train
Q6ZUT3,3399,train
A0AV02,3400,train
Q8N302,3401,train
Q8TC05,3402,train
P57058,3403,train
Q9HCJ2,3404,train
Q9HBW1,3404,train
Q9NT99,3404,train
Q7Z4F1,3405,train
P55290,3406,val
Q9Y2K1,3407,train
Q99797,3408,train
Q9Y253,3409,train
Q5SWA1,3410,train
Q86SQ7,3411,train
Q9H0E7,3412,train
Q70CQ1,3412,train
Q7Z404,3413,train
O15060,3414,train
G3V0H7,3415,val
Q9NYB5,3415,val
P46721,3415,val
Q9Y6L6,3415,val
Q9NPD5,3415,val
Q8IUC6,3416,train
Q8N5C8,3417,train
P51617,3418,train
Q9UBD5,3419,train
O75342,3420,train
O15296,3420,train
Q9BYJ1,3420,train
O94830,3421,val
A2AJT9,3422,train
Q9NWN3,3423,train
Q4KMQ1,3424,train
Q9UQF2,3425,test
Q9UPT9,3426,val
A6NNY8,3426,val
Q70EK9,3426,val
O94850,3427,train
Q96I24,3428,train
Q96AE4,3428,train
Q92945,3428,train
Q9H116,3429,train
Q2TAK8,3430,train
Q5H9M0,3430,train
P19338,3431,val
Q8N5V2,3432,train
Q3MIN7,3433,train
P48147,3434,test
Q9UIG8,3435,train
P02787,3436,train
P02788,3436,train
Q92541,3437,train
Q9NYY8,3438,train
Q9NVR2,3439,train
Q6ZW61,3440,train
Q14123,3441,train
Q01064,3441,train
P54750,3441,train
A4FU01,3442,train
Q8N307,3443,train
Q92542,3444,train
Q5HYW2,3445,train
Q2YD98,3446,train
Q14444,3447,train
Q08945,3448,train
O94956,3449,val
O94876,3450,train
O75069,3450,train
Q9ULS5,3450,train
Q9NUQ8,3451,train
Q9UKG1,3452,test
Q8NEU8,3452,test
P49959,3453,test
Q86TG7,3454,train
Q6P3R8,3455,train
Q8NCN4,3456,train
Q8NG27,3457,train
O43164,3457,train
Q9UGI0,3458,train
Q6UWL6,3459,train
Q9NVR0,3460,test
Q9UJ41,3461,train
Q96T51,3462,train
Q8WXA3,3462,train
Q7L099,3462,train
Q9NVU0,3463,train
O00471,3464,train
Q4G163,3465,train
P20810,3466,train
Q9NQG7,3467,train
Q9BU23,3468,train
Q969H0,3469,train
Q9H4Q3,3470,train
Q9NX78,3471,val
Q6NZY4,3472,train
P08253,3473,train
P14780,3473,train
Q15233,3474,train
Q8WXF1,3474,train
P23246,3474,train
Q9H078,3475,train
Q9NQR7,3476,train
Q6IA69,3477,train
O14523,3478,train
Q9NPG1,3479,train
O60353,3479,train
Q7L622,3480,test
Q9NVM9,3481,train
Q8N143,3482,train
P41182,3482,train
Q969R5,3483,train
Q05BQ5,3483,train
Q8N350,3484,train
Q9NZP8,3485,val
P00736,3485,val
P17600,3486,train
O14994,3486,train
Q92777,3486,train
Q9H892,3487,train
Q96DZ5,3488,test
Q8N3C7,3488,test
Q96EF0,3489,train
Q9Y217,3489,train
Q9Y216,3489,train
Q9BYT8,3490,train
P52888,3490,train
Q9H4Z3,3491,train
Q12931,3492,test
Q9H992,3493,train
O15247,3494,val
Q9Y696,3494,val
O00299,3494,val
O95833,3494,val
Q96NY7,3494,val
Q9NZA1,3494,val
Q8N6Y0,3495,train
O15234,3496,val
Q96MT8,3497,train
Q8ND24,3498,train
Q8N9T8,3499,train
O95352,3500,train
P23142,3501,train
Q99941,3502,train
Q5SY16,3503,test
Q8IZ21,3504,test
Q6Y2X3,3505,val
P13688,3506,test
P31997,3506,test
Q00887,3506,test
Q15238,3506,test
Q9UQ72,3506,test
P06731,3506,test
P40199,3506,test
P40198,3506,test
Q14002,3506,test
Q04446,3507,train
Q9H0J9,3508,val
Q9UF56,3509,train
Q9H0K6,3510,train
Q6ZT62,3511,train
Q9Y3L3,3511,train
Q9NR19,3512,test
A9YTQ3,3513,train
Q9Y592,3514,train
O75127,3515,test
P10244,3516,train
Q96GD3,3517,test
Q9UQR0,3517,test
O15254,3518,val
Q96QV1,3519,train
Q92902,3520,train
Q14978,3521,val
Q8N6R0,3522,train
Q9H720,3523,train
Q9UKM7,3524,train
Q9P2Y5,3525,train
Q9UI46,3526,train
O94769,3527,train
Q5VIR6,3528,val
P23327,3529,train
Q9NUY8,3530,train
Q96M02,3531,train
P48740,3532,train
O00187,3532,train
Q06210,3533,train
O94808,3533,train
Q9UBK8,3534,train
Q8NC60,3535,train
Q96RL6,3536,test
Q96LC7,3536,test
A6NMB1,3536,test
Q6ZRP7,3537,train
Q9BZW7,3538,train
Q9UKU0,3539,train
Q9ULC5,3539,train
P33121,3539,train
Q53GS7,3540,train
Q86XR2,3541,train
Q9H0V1,3542,train
O43167,3543,val
Q8IV35,3544,val
Q9NX65,3545,train
P05771,3546,train
P05129,3546,train
P17252,3546,train
Q96GX1,3547,train
Q9H3C7,3548,train
Q86VQ0,3549,train
O00461,3550,test
Q9Y426,3551,train
Q86VW0,3552,train
Q9UBH6,3553,train
Q96MP5,3554,train
Q5W0A0,3555,train
Q9NZN1,3556,train
Q9NP60,3556,train
Q68DH5,3557,train
Q7Z417,3558,train
Q6ZW33,3559,train
Q8IZF3,3560,val
P49418,3561,train
Q02040,3562,val
Q6IPM2,3563,train
Q9Y4A8,3564,train
Q6TGC4,3565,train
Q9H461,3566,val
Q9Y2J0,3567,val
Q9UNE2,3567,val
Q14183,3567,val
Q14184,3567,val
O96006,3568,train
P42167,3569,train
P42166,3569,train
Q86XJ1,3570,test
O43903,3570,test
Q13480,3571,train
P29973,3572,train
Q16281,3572,train
Q8IV77,3572,train
Q6ZU52,3573,test
Q6PCT2,3574,train
Q9NYA3,3575,test
Q49AG3,3576,train
Q9Y2A4,3577,val
P15621,3577,val
P17017,3577,val
Q9UC07,3577,val
Q8N8Z8,3577,val
Q9H7R0,3577,val
Q8N972,3577,val
C9JN71,3577,val
Q8TBZ8,3577,val
Q3KP31,3577,val
P17024,3577,val
Q8NEP9,3577,val
Q96GE5,3577,val
Q8N7K0,3577,val
Q7L945,3577,val
Q8TA94,3577,val
Q68EA5,3577,val
P52737,3577,val
Q15935,3577,val
P16415,3577,val
Q9H2G4,3578,train
Q9NYJ8,3579,train
Q08188,3580,test
Q9Y653,3581,train
Q53ET0,3582,train
P49915,3583,train
Q8NBP7,3584,train
Q86SG6,3585,train
Q86YC3,3586,train
Q96SD1,3587,train
Q9NVM4,3588,test
O43823,3589,train
O60393,3590,test
A8K979,3591,train
Q9UKA1,3592,train
Q9P1Z2,3593,train
P78424,3594,train
Q14863,3594,train
Q6IQ21,3595,test
Q8TDR0,3596,train
Q9HCJ3,3597,test
Q8IY67,3597,test
O75864,3598,train
Q9HAS3,3599,test
O43868,3599,test
O00337,3599,test
Q504Y0,3600,train
Q8TC07,3601,train
Q9HA65,3601,train
Q96QF7,3602,train
P16452,3603,test
Q06495,3604,train
Q8N130,3604,train
O95436,3604,train
O15226,3605,train
Q86WN1,3606,train
Q9NR80,3607,train
Q96N96,3607,train
O43307,3607,train
Q7Z353,3608,val
O14975,3609,train
Q5K4L6,3609,train
Q9Y2P5,3609,train
Q9Y2P4,3609,train
Q9HBW9,3610,train
Q96EY7,3611,test
Q7L2J0,3612,train
Q5T2E6,3613,train
Q9NQV8,3614,train
O15231,3615,train
Q9HB58,3616,train
Q6NUQ4,3617,val
Q9NUB1,3618,train
P35626,3619,train
P25098,3619,train
Q5JTW2,3620,train
P0C7T5,3621,train
Q9BSC4,3622,train
P09871,3623,train
Q96SB4,3624,train
Q9UPE1,3624,train
P78362,3624,train
P10074,3625,train
O95171,3626,train
Q96NL6,3627,val
Q3MII6,3628,train
Q9HBE1,3629,test
Q9NVU7,3630,train
Q8IUZ0,3631,train
Q9HCS5,3632,train
Q969X6,3633,train
Q6P2C0,3634,train
Q6UX68,3635,train
A8MT19,3636,val
Q8TCX5,3636,val
Q8IUC4,3636,val
O60294,3637,train
A1A5C7,3638,train
Q9H6R3,3639,train
Q9UL17,3640,train
O95936,3640,train
O43301,3641,train
Q96MM6,3641,train
Q9H4B4,3642,train
Q9NYY3,3642,train
Q8N8U9,3643,train
Q68DL7,3644,train
P54803,3645,val
O00237,3646,train
Q9Y252,3647,train
Q07837,3648,train
Q68D10,3649,train
Q15843,3650,train
P62987,3650,train
P62979,3650,train
P0CG47,3650,train
P0CG48,3650,train
Q9UKF6,3651,train
A8MX76,3652,train
Q8IWF2,3653,train
Q96RR1,3654,train
P12757,3655,train
Q8N3L3,3656,train
Q9NUQ3,3656,train
P40222,3656,train
Q9Y450,3657,val
Q53H47,3658,train
Q8WU76,3659,train
P49221,3660,train
P81274,3661,train
Q86YR5,3661,train
Q86V97,3662,val
Q8WVZ9,3662,val
O43395,3663,train
O14978,3664,val
Q6NSZ9,3664,val
Q13769,3665,train
Q155Q3,3666,train
Q96DU7,3667,train
Q8WWK9,3668,train
Q5U623,3669,train
Q99081,3670,test
P15884,3670,test
Q5SRH9,3671,train
Q5VTQ0,3671,train
Q16650,3672,val
O00566,3673,train
Q9NTW7,3674,test
Q9NPA5,3674,test
O75943,3675,val
Q96NU1,3676,train
Q99424,3677,train
Q15067,3677,train
Q99501,3678,train
Q96BD5,3679,train
P04637,3680,train
Q9H3D4,3680,train
O15350,3680,train
O15228,3681,train
Q96AC1,3682,train
Q86UX7,3682,train
Q9BQL6,3682,train
P23352,3683,train
Q7Z4Q2,3684,val
Q8IVT2,3685,train
Q3SXY7,3686,train
Q96PX1,3687,train
O60291,3687,train
Q8WUM9,3688,train
Q08357,3688,train
P11021,3689,train
P17066,3689,train
P0DMV9,3689,train
P38646,3689,train
P48741,3689,train
P54652,3689,train
P11142,3689,train
P0DMV8,3689,train
P34931,3689,train
Q2TB18,3690,train
Q460N3,3691,test
Q5T6L9,3692,train
Q14393,3693,train
P07225,3693,train
O15037,3694,train
Q12889,3695,train
Q15782,3695,train
Q6UXI7,3696,train
Q9H172,3697,train
P45844,3697,train
C9JLR9,3698,train
O75746,3699,train
Q9UJS0,3699,train
Q96C10,3700,test
P16435,3701,train
Q9NZT2,3702,train
Q96RD6,3703,train
Q15061,3704,train
Q8N5D0,3705,test
Q8TAF3,3706,train
O15062,3707,train
P49848,3708,train
Q6UWJ1,3709,train
P05060,3710,train
Q92994,3711,train
Q6UWU2,3712,train
P16278,3712,train
Q9UGP4,3713,train
A6NIX2,3713,train
Q05655,3714,train
P51787,3715,train
Q9BQ70,3716,test
Q9UQC2,3717,train
Q96N76,3718,train
Q8WYA0,3719,train
Q0ZGT2,3720,train
Q8N3R9,3721,train
P51813,3722,test
Q06187,3722,test
P42680,3722,test
P42681,3722,test
Q08881,3722,test
A1IGU5,3723,test
Q9BTX1,3724,train
P09917,3725,train
P18054,3725,train
P16050,3725,train
Q09019,3726,val
Q8TBZ3,3726,val
Q9UBU7,3727,train
Q6PIW4,3728,train
O75807,3729,train
Q9NQW7,3730,train
O43895,3730,train
O94810,3731,test
O75916,3731,test
Q9P1V8,3732,train
Q8N2M8,3733,train
O60299,3734,train
O43524,3735,train
Q12778,3735,train
Q06787,3736,train
P51114,3736,train
P51116,3736,train
A6NDB9,3737,train
Q05516,3738,train
Q9BW19,3739,train
Q2M2Z5,3740,train
Q6EMK4,3741,test
P12429,3742,test
P08758,3742,test
P08133,3742,test
Q9UJ72,3742,test
Q9H221,3743,train
Q8IUR7,3744,train
Q9NPB8,3745,train
Q8NCG7,3746,train
Q9HC96,3747,train
Q86T24,3748,train
Q8NEM2,3749,train
Q96NG3,3750,train
Q86V21,3751,val
Q13546,3752,train
O60504,3753,train
Q8TD17,3754,train
Q9UDV7,3754,train
O76094,3755,test
P54257,3756,train
P51817,3757,train
P22694,3757,train
Q13976,3757,train
Q96C24,3758,train
Q8N7J2,3759,val
Q9Y3E1,3760,train
Q7Z4V5,3760,train
Q96CN5,3761,train
Q9NVP1,3762,train
Q96M63,3763,train
Q96QH2,3764,train
Q8TF50,3765,train
O95447,3766,train
Q6Q0C0,3767,train
Q9UNK9,3768,test
Q9Y6X4,3769,train
P18850,3770,train
Q9BRK4,3771,train
Q9BSK4,3772,train
Q96JP0,3772,train
Q6MZZ7,3773,test
Q86UA1,3774,val
Q96PK6,3775,train
Q9UJ78,3776,train
P50281,3777,train
P51511,3777,train
P51512,3777,train
Q9Y5R2,3777,train
Q9BVL4,3778,train
P37088,3779,train
Q7RTS9,3780,val
Q8N442,3781,train
O94925,3782,train
Q9UI32,3782,train
Q9BX10,3783,train
O00178,3783,train
Q969S8,3784,train
O96005,3785,train
P30203,3786,train
P81408,3787,train
Q0VDD7,3788,train
O76090,3789,train
Q8N1M1,3789,train
Q8NFU0,3789,train
Q13438,3790,train
Q9BX79,3791,train
Q9UGJ1,3792,train
Q8NFR9,3793,test
Q8WVC0,3794,train
Q8N8A6,3795,train
Q5SNT2,3796,train
Q13470,3797,train
Q8NDP4,3798,train
Q15973,3798,train
Q8IZC7,3798,train
Q8IYI8,3798,train
Q08AG5,3798,train
Q9BS34,3798,train
Q0D2J5,3798,train
Q96I27,3798,train
Q96BR6,3798,train
Q8N0X7,3799,train
O75326,3800,train
Q9UQM7,3801,train
Q13554,3801,train
Q13557,3801,train
Q13555,3801,train
Q13614,3802,test
Q13496,3802,test
Q13613,3802,test
Q9Y2J8,3803,train
Q9UM07,3803,train
Q9ULW8,3803,train
Q96M89,3804,train
Q9H6T3,3805,train
Q96S55,3806,train
Q6PK81,3807,train
Q96K75,3807,train
Q6ZNG0,3807,train
Q96NG5,3807,train
Q96JL9,3807,train
Q8N988,3807,train
Q13360,3807,train
Q14807,3808,train
Q96B97,3809,train
Q86WT1,3810,train
Q8N4P2,3810,train
Q9BY84,3811,train
Q13202,3811,train
Q8ND71,3812,val
Q12934,3813,train
P02545,3814,train
P20700,3814,train
Q03252,3814,train
Q8N5G2,3815,train
Q96EP1,3816,train
Q8WU17,3817,train
Q2TB10,3818,train
Q8NC74,3819,train
Q14515,3820,train
P09486,3820,train
P31040,3821,train
Q96BT7,3822,train
Q99607,3823,train
Q96MT1,3824,train
Q99805,3825,train
Q92544,3825,train
Q96T25,3826,train
Q8N392,3827,train
O15079,3828,train
Q9NX95,3828,train
Q5VUJ5,3829,train
Q3KP66,3830,train
Q68CP4,3831,train
Q14392,3832,test
O15523,3833,train
O00571,3833,train
P20711,3834,train
P19113,3834,train
Q9UHV5,3835,train
Q9H714,3836,train
O43572,3837,train
Q8IYS0,3838,train
Q14CZ7,3839,val
Q9UJ14,3840,train
Q9H093,3841,train
O60285,3841,train
Q9UI40,3842,train
Q99467,3843,val
P57075,3844,train
Q9H7D7,3845,val
Q96PZ0,3846,test
P05160,3847,train
Q9NQ79,3848,train
Q8NHV4,3849,train
O00305,3850,train
Q08289,3850,train
P54284,3850,train
Q02641,3850,train
Q9NZU1,3851,val
O43155,3851,val
Q9NZU0,3851,val
Q8NFH8,3852,val
Q8WZA1,3853,train
P54136,3854,train
Q9NW15,3855,train
Q3B820,3856,train
P0CG23,3857,train
Q8TE77,3858,train
A1L020,3859,train
Q5U5Q3,3859,train
Q6ZN04,3859,train
Q9NXH9,3860,test
P28288,3861,train
Q8TAP6,3862,train
Q9H089,3863,train
P17813,3864,train
Q2TAA8,3865,test
O00116,3866,val
P52569,3867,test
P30825,3867,test
Q8WY07,3867,test
P23786,3868,train
Q9NV88,3869,train
P54829,3870,val
P35236,3870,val
Q15256,3870,val
Q7Z3E1,3871,test
Q96DM3,3872,train
Q6UVJ0,3873,train
C9JQI7,3874,train
Q96FV9,3875,train
Q8TCP9,3876,train
P0CF97,3876,train
Q8WWI5,3877,train
Q8N4M1,3877,train
Q92611,3878,train
Q9H6X5,3879,test
Q86SF2,3880,train
P42357,3881,train
Q9Y2V7,3882,train
Q9BW27,3883,train
P42898,3884,train
Q8N309,3885,train
Q6ZW76,3886,train
P24386,3887,train
P26374,3887,train
Q01844,3888,val
Q9P0U4,3889,train
Q2M243,3890,train
Q86W26,3891,train
Q9NY59,3892,train
Q96KR4,3893,train
Q15311,3894,train
Q9BVA0,3895,test
Q9NZV8,3896,train
Q9NSA2,3896,train
Q9UK17,3896,train
Q53HC5,3897,train
Q9P2J3,3897,train
Q9P2N7,3897,train
O75509,3898,train
P49748,3899,train
Q9H845,3899,train
Q9UNQ0,3900,train
Q9HBG7,3901,test
Q04756,3902,train
Q96IV0,3903,train
Q03169,3904,train
Q9NW82,3905,train
Q9NYA1,3906,test
Q9NRA0,3906,test
Q96JX3,3907,train
P15923,3908,test
P33908,3909,train
Q9NR34,3909,train
O60476,3909,train
O43439,3910,train
Q06455,3910,train
O75081,3910,train
A6NMB9,3911,train
Q9BXF6,3912,train
Q96GC6,3913,train
P22460,3914,train
P22459,3914,train
P17658,3914,train
Q09470,3914,train
P22001,3914,train
P16389,3914,train
O14829,3915,train
Q13049,3916,train
Q9BZQ2,3917,train
P35475,3918,train
Q8IW92,3919,val
Q8NCI6,3919,val
Q68BL7,3920,test
Q86VX9,3921,val
Q7L1V2,3921,val
P0C671,3922,train
Q66K79,3923,train
P16870,3923,train
Q9NPY3,3924,test
Q9BY15,3925,val
P07359,3926,train
Q6ZN84,3927,train
Q86WS4,3928,val
Q86UU5,3929,train
Q9Y6R0,3930,train
P49757,3930,train
O75925,3931,train
Q8N2W9,3931,train
Q9Y6X2,3931,train
O75928,3931,train
P08236,3932,train
Q15486,3932,train
Q9NPI1,3933,train
P35663,3934,train
A6NIE6,3935,train
Q9NYV6,3935,train
Q86XN8,3936,train
Q9H7E2,3937,val
Q9H222,3938,train
Q14680,3939,train
Q9NVC6,3940,test
Q8NCE2,3941,train
Q6PI73,3942,train
Q8N149,3942,train
Q8N423,3942,train
Q8NHJ6,3942,train
O75023,3942,train
